"TOKEN";"REFTEXT"
"RGPD_BODYE";"#gras{2018년 7월 6일 게시}#gras{본 개인정보 보호정책을 주의 깊게 읽어 주십시오}

프랑스 비디오 게임 회사 EUGEN SYSTEMS에 오신 것을 환영합니다. 본 개인정보 보호정책은 당사의 서비스 이용자와 플레이어(이하 ""#gras1{이용자}"")의 개인정보 보호에 대한 당사의 방침을 설명합니다. 본 개인정보 보호정책은 [https://www.eugensystems.com]에서 확인할 수 있는 EUGEN SYSTEMS 이용약관의 일부를 구성합니다.
EUGEN SYSTEMS는 제품과 서비스를 제공하기 위해 개인정보를 수집하며, 개인정보 보호 및 전자문서법(PIPEDA), 2018년 5월 25일부터 직접 적용되는 2016년 4월 27일 유럽의회 및 이사회 규정(EU) 2016/679(이하 ""일반 개인정보 보호규정"" 또는 ""GDPR"")을 포함하되 이에 한정되지 않는 모든 관련 법률을 준수합니다. GDPR에서 ""개인정보""란 식별되었거나 식별 가능한 자연인과 직접 또는 간접적으로 관련된 모든 정보를 의미하며, 특히 이름, 식별번호, 위치정보, 온라인 식별자 또는 그 사람의 신체적·생리적·유전적·정신적·경제적·문화적·사회적 정체성을 나타내는 하나 이상의 요소를 통해 식별할 수 있는 정보를 포함합니다. EUGEN SYSTEMS의 서비스를 이용하면 본 개인정보 보호정책에 따라 EUGEN SYSTEMS SA가 귀하의 개인정보를 처리하는 데 동의하는 것입니다. 본 개인정보 보호정책의 조건에 동의하지 않는 경우 당사의 온라인 게임, 게임의 온라인 기능, 웹사이트, 모바일 앱 및 기타 EUGEN SYSTEMS의 온라인 제품과 서비스(이하 ""#gras1{서비스}"")를 이용하지 마십시오. 본 개인정보 보호정책에 따른 개인정보 처리자는 프랑스 파리 75002, 151 rue Saint Denis에 본사를 둔 EUGEN SYSTEMS SA입니다.

#gras{목차:}
1. EUGEN SYSTEMS는 언제 개인정보를 수집합니까?
2. EUGEN SYSTEMS는 어떤 개인정보를 수집합니까?
3. EUGEN SYSTEMS는 개인정보를 어떻게 사용합니까?
4. EUGEN SYSTEMS는 개인정보를 얼마나 오래 보관합니까?
5. EUGEN SYSTEMS는 개인정보를 누구와 공유합니까?
6. EUGEN SYSTEMS는 개인정보를 공개합니까? 누가 개인정보를 볼 수 있습니까?
7. 미성년자
8. 나의 권리는 무엇입니까?
9. 개인정보 보호정책 변경
10. 연락처

#gras{1. EUGEN SYSTEMS는 언제 개인정보를 수집합니까?}
EUGEN SYSTEMS는 귀하가 서비스와 상호작용하는 여러 시점에 개인정보를 수집하고 처리합니다. 일반적으로 개인정보는 다음과 같은 경우 수집됩니다.
(a) 서비스를 이용할 때,
(b) 계정을 생성할 때,
(c) 서비스 내에서 구매할 때,
(d) 이용자 제작 콘텐츠를 생성할 때,
(e) 서비스 내 광고를 시청할 때,
(f) 뉴스레터를 신청할 때,
(g) EUGEN SYSTEMS 고객 서비스에 연락하거나 기술 지원을 받을 때,
(h) 서비스의 다른 이용자와 채팅할 때,
(i) 베타에 참여하거나 패치 또는 데모를 다운로드할 때,
(j) 당사의 소셜 미디어 채널 또는 기타 커뮤니티 웹사이트에 콘텐츠를 공유하거나 기여할 때.
어떤 활동이든 서비스를 제공하고 귀하의 요청을 이행하는 데 필요한 범위에서만 개인정보를 수집합니다.

#gras{2. EUGEN SYSTEMS는 어떤 개인정보를 수집합니까?}
#gras1{2.1 EUGEN SYSTEMS 서비스를 이용할 때}
#gras1{2.1.1 EUGEN SYSTEMS 웹사이트를 탐색할 때}
#gras1{쿠키.} EUGEN SYSTEMS는 서비스에서 쿠키를 사용합니다. ""쿠키""란 웹사이트가 이용자의 컴퓨터에 저장하는 작은 기록 정보입니다. 쿠키는 사람의 이름이나 그 밖의 직접 식별 가능한 정보를 포함하도록 고안된 것이 아니라, 일반적으로 이용자의 기기를 빠르게 식별하고 방문과 관련된 사항을 ""기억""하는 데 사용됩니다. EUGEN SYSTEMS는 귀하가 당사 웹사이트를 방문하거나 제품을 사용하거나 EUGEN SYSTEMS가 광고, 콘텐츠 또는 분석 기능을 제공하는 웹사이트를 방문할 때 웹 브라우저에 쿠키를 설정할 수 있습니다. 예를 들어 EUGEN SYSTEMS는 온라인 상점의 장바구니에서 선택한 상품을 추적하고 계정 식별자를 기억하기 위해 쿠키를 사용합니다. 쿠키를 비활성화하거나 쿠키가 컴퓨터로 전송될 때 브라우저가 알리도록 설정할 수 있으나, 이 경우 온라인 구매나 서비스의 특정 기능 이용에 영향을 줄 수 있습니다. 브라우저마다 설정 방법이 다르므로 쿠키 환경설정을 변경하는 방법은 웹 브라우저의 ""도움말"" 자료를 확인하십시오. EUGEN SYSTEMS가 자사 웹사이트 네트워크에서 쿠키를 사용하는 것 외에도, 특정 파트너가 귀하의 컴퓨터에 자신의 쿠키를 설정하고 접근하도록 허용할 수 있습니다. 이들 회사의 쿠키 사용에는 EUGEN SYSTEMS 개인정보 보호정책이 아니라 각 회사의 개인정보 보호정책이 적용됩니다. 해당 정책을 주의 깊게 확인하십시오. 쿠키에 관한 자세한 내용은 [http://www.allaboutcookies.org/ http://www.allaboutcookies.org]를 참조하십시오.
#gras1{IP 주소.} EUGEN SYSTEMS는 안전 및 보안 목적으로 인터넷 프로토콜(IP) 주소도 수집합니다. IP 주소는 귀하가 인터넷에 접속할 때마다 네트워크상의 컴퓨터가 귀하의 컴퓨터를 식별하기 위해 사용하는 번호입니다.
#gras1{그 밖에 수동적으로 수집되는 정보.} 귀하가 당사 사이트를 탐색하는 동안 EUGEN SYSTEMS는 자체적으로 또는 제3자 도구의 도움을 받아 귀하의 게임 하드웨어, 습관, 행동 및 서비스 이용과 관련된 비개인식별 정보를 수집할 수 있습니다. EUGEN SYSTEMS는 서비스를 이용자의 관심사에 더 잘 맞추고 서비스 품질을 향상하기 위해 이러한 정보를 수집합니다. 수집되는 정보에는 다음이 포함될 수 있으며 이에 한정되지 않습니다: MAC 주소를 포함한 기기 고유 식별정보, 콘솔·모바일·태블릿 및 콘솔 고유 식별자 또는 기타 기기 식별자와 설정, 인터넷 서비스 제공자, 통신사, 운영체제, 하드웨어 정보, 위치정보, 서비스 이용 날짜와 시간, 게임 점수, 게임 지표, 업적, 순위, 플레이 시간과 통계, 기능 이용 정보, 광고 전환율, 수익화율, 구매 이력 및 기타 유사한 정보.
#gras1{2.1.2 EUGEN SYSTEMS 서비스에 등록할 때}
특정 서비스에 접근하려면 EUGEN SYSTEMS 계정(""EugNet 계정"")이 필요합니다. 계정을 생성할 때 사용자 이름, 비밀번호, 이메일 주소, 생년월일(또는 연령), 출신 국가를 제공하도록 요청합니다. 이 정보는 계정 생성에 필수입니다. 다른 서비스에서는 전화번호, 자택 주소, 위치정보 등 해당 서비스와 관련된 추가 개인정보를 요청할 수 있습니다.
#gras1{2.1.3 EUGEN SYSTEMS 계정을 생성할 때}
EUGEN SYSTEMS 계정을 생성하면 EUGEN SYSTEMS의 제품, 서비스 및 판매에 관한 뉴스레터 또는 광고를 수신하는 데 동의하는 것입니다. 다음 방법으로 언제든지 수신을 거부할 수 있습니다: (a) 모든 EUGEN SYSTEMS 마케팅 이메일에 포함된 수신 거부 링크를 클릭하는 방법, (b) [https://www.eugensystems.com/contact-our-support/ https://www.eugensystems.com/contact-our-support/] 또는 eugsupport@eugensystems.com으로 수신 거부 요청을 보내는 방법, (c) EUGEN SYSTEMS, Attn: Privacy Rights Administrator c/o Legal Department, 151 rue Saint Denis, 75002, Paris, France로 수신 거부 요청을 보내는 방법. 특정 서비스에 접근하려면 귀하가 관심을 가질 수 있는 서비스와 제품을 제공하는 회사나 단체 등 제3자와 EUGEN SYSTEMS가 일부 개인정보를 공유할 수 있도록 추가 동의를 해야 할 수 있습니다. 이 경우 해당 제3자가 제공하는 절차를 통해 제3자의 연락 수신을 거부할 수 있습니다.
#gras1{2.1.4 EUGEN SYSTEMS에 연락할 때}
EUGEN SYSTEMS 고객 지원에 대한 요청에 답변하고, EUGEN SYSTEMS 계정의 정보 또는 거래를 확인하며, 서비스에 관한 정보(예: 비밀번호를 분실했거나 이용약관이 변경되는 경우)를 제공하기 위해 이름, 성, 이메일 주소 및 생년월일을 요청할 수 있습니다.
#gras1{2.1.5 경품 행사 및 추첨에 참여할 때}
EUGEN SYSTEMS는 온라인 설문, 설문지, 경품 행사 및 추첨에 참여할 기회를 제공할 수 있습니다. 참여하려면 이름, 성, 이메일 주소, 생년월일, 주소 및 거주 국가를 제공해야 할 수 있습니다. 경품 행사, 추첨, 설문 및 설문지에 참여하기로 선택하면 귀하의 참여를 가능하게 하고 내부 통계 목적으로 사용하기 위해 개인정보가 처리될 수 있습니다.
#gras1{2.1.6 포럼에서 상호작용할 때}
포럼에 참여하거나 다른 이용자와 상호작용할 때마다 EUGEN SYSTEMS는 귀하의 통신 내용, 활동 시간과 위치, 온라인 ID 및 IP 주소를 수집합니다.
#gras1{2.1.7 소셜 미디어 및 기타 제3자 플랫폼}
EUGEN SYSTEMS는 제3자 소셜 네트워크, 플랫폼 또는 서비스에서도 개인정보를 수집할 수 있습니다. 소셜 네트워크 또는 기타 제3자 플랫폼을 통해 EUGEN SYSTEMS 게임을 플레이하거나 당사의 제품 및/또는 서비스를 통해 그러한 제3자 네트워크, 플랫폼 또는 서비스에 연결하면, 귀하는 EUGEN SYSTEMS가 (1) 소셜 네트워크 또는 플랫폼의 귀하 설정에 따라 해당 소셜 네트워크 또는 제3자 플랫폼이 EUGEN SYSTEMS에 제공하도록 귀하가 동의한 모든 개인정보를 본 개인정보 보호정책에 따라 수집·저장·사용하고, (2) 소셜 네트워크/제3자 플랫폼의 응용 프로그래밍 인터페이스(API)를 통해 귀하의 모든 개인정보를 해당 소셜 네트워크 또는 기타 제3자 플랫폼과 공유하는 것을 허용합니다. 귀하가 당사의 제품 및/또는 서비스를 통해 제3자 네트워크, 플랫폼 또는 서비스에 연결하거나, 소셜 네트워크 또는 기타 제3자 플랫폼이나 서비스에서 당사의 애플리케이션에 ""연결"", ""수락"", ""허용"" 또는 이와 유사한 조작을 수행하면 이러한 공유에 동의하는 것입니다.
#gras1{2.2 EUGEN SYSTEMS 게임을 플레이할 때}
#gras1{2.2.1 EUGEN SYSTEMS 게임 활성화 시 등록}
제3자 콘솔에서 EUGEN SYSTEMS 게임을 플레이하면 EUGEN SYSTEMS가 귀하의 EUGEN SYSTEMS 계정을 생성할 수 있도록 해당 콘솔의 ID가 EUGEN SYSTEMS에 공개됩니다. 특정 온라인 기능에 접근하려면 EUGEN SYSTEMS 계정이 있어야 합니다. EUGEN SYSTEMS는 귀하의 콘솔로부터 사용자 이름과 비밀번호, 이메일 주소, 생년월일 및 거주 국가를 전달받습니다.
#gras1{2.2.2 이용자 제작 콘텐츠 생성}
일부 서비스는 고유한 콘텐츠를 생성 및/또는 공유할 수 있는 도구를 제공합니다. 이러한 이용자 제작 콘텐츠는 EUGEN SYSTEMS가 수집할 수 있으며, 귀하 또는 타인의 개인정보(예: 귀하의 이름 또는 사진)를 포함할 수도 있습니다. 주의해서 이용하십시오. EUGEN SYSTEMS는 이용자 제작 콘텐츠를 공개함으로써 발생하는 부정적인 결과에 대해 책임지지 않습니다.
#gras1{2.2.3 게임 내 데이터 수집}
귀하가 서비스를 이용할 때마다 EUGEN SYSTEMS는 게임 점수, 게임 지표, 업적, 순위, 플레이 시간과 통계, 기능 이용 정보, 광고 전환율, 수익화율, 구매 이력 및 기타 유사한 정보를 포함하되 이에 한정되지 않는 게임 내 데이터를 수집·저장·처리할 수 있습니다. EUGEN SYSTEMS는 서비스를 개선하고 귀하의 관심사에 맞게 개인화하며 전반적인 게임 경험을 향상하기 위해 이 정보를 사용합니다. 본 개인정보 보호정책 제1조에 따라 EUGEN SYSTEMS가 수집한 정보는 서비스 이용과 관련된 특정 패턴을 식별하기 위해 집계된 형태로 사용될 수도 있습니다.
#gras1{2.3 온라인 결제}
일부 서비스에서는 EUGEN SYSTEMS 웹사이트 또는 게임 내에서 구매할 수 있습니다. 이 경우 귀하는 온라인 신용카드 거래, 배송, 할인 및 판촉 사은품을 처리하기 위해 개인정보를 수집하고 처리할 수 있는 제3자, 회사 또는 단체와 EUGEN SYSTEMS가 개인정보를 공유할 수 있다는 데 동의합니다. EUGEN SYSTEMS 상점에서 구매하고 온라인 결제를 처리하기 위해 결제 서비스 제공자에게 다음 정보를 제공하도록 요청받을 수 있습니다: 이름, 성, 주소, 이메일 주소, 거주 국가 및 은행 정보, 즉 신용카드 번호, 카드 소유자 이름, 유효기간 및 보안 코드. 이 정보는 EUGEN SYSTEMS 시설 또는 필요한 경우 제3자의 시설에 저장될 수 있습니다. 이러한 저장은 본 개인정보 보호정책 제3조에 따라 EUGEN SYSTEMS가 내부 계정 관리, 확인, 회계, 규정 준수 및 법적 목적을 수행하는 데 필요합니다. 또한 휴대전화로 직접 구매 안내를 제공하기 위해 통신사명, 휴대전화 모델 및 유효한 전화번호를 요청받을 수 있습니다.

#gras{3. EUGEN SYSTEMS는 개인정보를 어떻게 사용합니까?}
귀하가 서비스에 제출한 정보는 본 개인정보 보호정책에 명시된 바에 따라 EUGEN SYSTEMS가 수집하고 사용합니다. 또한 EUGEN SYSTEMS는 귀하의 요청에 답변하고, 주문 확인 및 EUGEN SYSTEMS 계정과 관련된 기타 정보를 보내며, 귀하의 선호도에 따라 특별 할인, 판촉 행사 및 기타 관심 행사에 관한 정보를 포함한 광고 또는 홍보 자료를 보내기 위해 제출된 정보를 사용할 수 있습니다. 또한 당사가 제공하는 서비스를 지속적으로 개선하고 귀하의 요구를 더 잘 충족하기 위해 내부 마케팅 및 인구통계 연구에 개인정보를 사용합니다. EUGEN SYSTEMS는 기술적 이유 또는 본 개인정보 보호정책에 명시된 다른 이유로 데이터베이스 내 일부 개인정보를 복제해야 할 수 있습니다. EUGEN SYSTEMS는 EUGEN SYSTEMS 이용약관을 집행하기 위해 귀하의 IP 주소와 콘솔 ID를 사용할 수 있습니다. 이용자가 서비스를 오용하는 경우 EUGEN SYSTEMS는 허가된 콘솔 제조사가 제공한 정보에 따라 해당 이용자의 EUGEN SYSTEMS 계정, IP 주소 또는 콘솔 ID를 차단할 권리를 보유합니다. EUGEN SYSTEMS는 관련 법률에 따라 포럼과 실시간 채팅 접근을 통제하기 위해 귀하의 생년월일 또는 연령을 사용할 수 있습니다. EUGEN SYSTEMS는 서비스의 모든 채팅 통신을 감시하지 않습니다. 다만 EUGEN SYSTEMS는 단독 재량으로 사전 통지 없이 서비스상의 통신을 수정하거나 삭제할 권리를 보유합니다. EUGEN SYSTEMS는 약관 집행, 법적 의무 이행, 당사 및 계열사·이용자·직원의 권리와 안전 보호를 위해 포럼과 채팅 기록에서 수집된 모든 데이터를 사용할 수 있습니다. 관련 법률 규정에 따라 귀하의 정보가 관할 사법 또는 행정기관에 공개될 수 있습니다.
#gras1{3.1 개인정보 수집 및 처리의 법적 근거}
EUGEN SYSTEMS는 필요한 경우 다음 목적을 위해 개인정보를 처리합니다.
- 서비스 제공(EUGEN SYSTEMS 계정 생성, 버그 탐지, 사기 방지, 온라인 결제 등)
- 이용자에게 가능한 최상의 경험을 제공하고 서비스를 개선(게임 내 데이터 분석 등). 이러한 목적을 위한 데이터 처리는 EUGEN SYSTEMS의 정당한 이익에 해당합니다.
- 추가 서비스 제공(맞춤형 콘텐츠 등). 이 경우 EUGEN SYSTEMS는 해당 목적으로 개인정보를 처리하기 전에 귀하의 동의를 요청합니다.
#gras1{3.2 보안}
당사는 귀하의 개인정보와 그 보안을 매우 중요하게 생각합니다. 개인정보를 보호하기 위해 EUGEN SYSTEMS는 귀하가 제공한 정보의 보안, 무결성 및 기밀성을 보장할 수 있는 적절한 보호조치를 유지합니다. 개인정보의 분실, 오용 및 변경을 막기 위해 강력한 보안 조치를 사용합니다. 암호화된 통신, 물리적으로 보호된 공간, 방화벽 및 비밀번호 보호 시스템 등 업계 표준 관행을 통해 개인정보의 기밀성을 보호합니다. 또한 당사를 대신하여 개인정보를 수집하는 제3자가 적절한 보호수준을 제공하도록 합리적인 조치를 취하고, 이들이 항상 본 개인정보 보호정책을 준수하도록 요구합니다. 관련 법률에 따라 데이터 침해가 발생한 경우 이용자에게 알립니다. 다만 현재 존재하는 어떠한 웹 데이터 전송 방식이나 전자 저장 방식도 개인정보의 절대적인 보안을 보장할 수 없다는 점에 유의하십시오. EUGEN SYSTEMS 계정과 개인정보가 비밀번호로 보호되는 경우 해당 비밀번호의 기밀성을 유지할 책임은 귀하에게 있습니다. 비밀번호를 공개하지 마십시오. 다른 사람과 컴퓨터를 공유한다면 다른 사람이 컴퓨터를 사용하도록 하기 전에 계정에서 로그아웃하십시오. 서비스에는 소셜 미디어 사이트를 포함하되 이에 한정되지 않는 제3자 웹사이트로 연결되는 링크가 포함될 수 있습니다. 제3자 웹사이트로 연결되는 링크를 클릭하면 본 개인정보 보호정책이 적용되는 EUGEN SYSTEMS 서비스를 떠나는 데 동의하는 것이며, 해당 제3자 웹사이트는 EUGEN SYSTEMS가 통제하지 않는다는 점을 이해하고 동의하는 것입니다. EUGEN SYSTEMS는 제3자 웹사이트에 동일한 보안 및 기밀유지 의무가 적용된다고 보장할 수 없습니다. EUGEN SYSTEMS는 이러한 제3자가 귀하의 개인정보를 사용하는 데 대해 책임지지 않습니다. 개인정보를 이전하는 모든 서비스 제공자의 개인정보 보호정책을 확인하십시오. 개인정보를 안전하게 보호하기 위해 당사가 합리적인 노력을 기울이더라도 어떠한 회사도 서비스, 정보 및 기타 데이터의 보안과 기밀성을 보장할 수 없습니다. 당사의 개인정보 보호정책과 절차는 ""있는 그대로"" 제공되며, EUGEN SYSTEMS는 특정 목적에 대한 적합성이나 상품성에 관하여 어떠한 진술도 하지 않습니다.

#gras{4. EUGEN SYSTEMS는 개인정보를 얼마나 오래 보관합니까?}
관련 법률에서 다른 데이터 보관 기간을 정하지 않는 한, EUGEN SYSTEMS는 본 개인정보 보호정책에 따라 개인정보를 처리하는 데 필요한 기간 동안만 개인정보를 보관합니다. 예를 들어 계정을 폐쇄한 후에도 법적 청구로부터 EUGEN SYSTEMS를 보호하는 데 필요한 일정 기간 동안 특정 정보를 보관할 수 있습니다. 이 경우 관련 법정 소멸시효 기간 동안 개인정보를 보관합니다.

#gras{5. EUGEN SYSTEMS는 개인정보를 누구와 공유합니까?}
EUGEN SYSTEMS는 귀하의 사전 동의 없이 개인정보를 제3자에게 공개하지 않습니다.
#gras1{5.1 제3자와 개인정보 공유}
EUGEN SYSTEMS 웹사이트를 탐색하거나 EUGEN SYSTEMS 서비스를 이용하는 동안 외부 서비스 제공자가 EUGEN SYSTEMS를 위해 또는 대신하여 개인정보를 수집할 수 있으며, EUGEN SYSTEMS는 서비스 운영을 위해 일부 개인정보를 이러한 파트너와 공유할 수 있습니다. 예를 들어 이러한 제3자는 구매 상품 배송, 할인 또는 제품 제공, 서비스 홍보, 전자 결제 처리 및 EUGEN SYSTEMS에 필요한 기타 서비스 제공을 지원할 수 있습니다. 외부 서비스 제공자는 개인정보를 수집할 때 본 개인정보 보호정책을 준수해야 합니다. 이들은 EUGEN SYSTEMS 이외의 누구와도 귀하의 개인정보를 공유하지 않으며, 귀하가 해당 제3자의 개인정보 보호정책 및 약관에 직접 동의하지 않는 한 독자적인 마케팅 목적으로 데이터를 사용할 수 없습니다.
#gras1{5.2 정부기관과 개인정보 공유}
관련 법률에 따라 EUGEN SYSTEMS는 EUGEN SYSTEMS, 이용자 또는 제3자의 법적 권리를 보호·다투거나 행사하기 위해 필요하다고 판단되는 경우 사법기관 또는 행정기관에 개인정보를 공개해야 할 수 있습니다. 법률에서 요구하지 않는 한 EUGEN SYSTEMS는 그러한 공개 사실을 귀하에게 통지할 의무가 없습니다.
#gras1{5.3 합병 시 개인정보 공유}
EUGEN SYSTEMS의 사업 활동 또는 주식이 일부 또는 전부 제3자에게 이전되는 드문 경우, 해당 제3자가 귀하의 개인정보에 접근할 수 있습니다. 이 경우 EUGEN SYSTEMS는 인수하는 제3자에게 개인정보를 이전하도록 허용할 수도 있습니다.
#gras1{5.4 업무 관련 정보}
실무상의 이유로 당사는 업무상 자격으로 제출된 개인정보와 비업무 목적으로 받은 정보를 다르게 취급합니다. 업무상 자격으로 제출된 개인정보(예: 이력서)는 수집 시 고지된 바에 따라 제3자와 공유될 수 있습니다.

#gras{6. EUGEN SYSTEMS는 개인정보를 공개합니까? 누가 개인정보를 볼 수 있습니까?}
EUGEN SYSTEMS 서비스는 개인정보를 포함한 정보를 공개 인터넷에 게시할 수 있는 공개 프로필 기능(""공개 프로필"")을 제공할 수 있습니다. 해당 공개 프로필 사이트에 별도로 명시된 경우를 제외하면 공개 프로필에 업로드하거나 입력한 정보에는 로그인 시 귀하가 선택한 개인정보 공개 수준이 기본 적용되며, 언제든지 공개 설정을 변경할 수 있습니다. 기본적으로 공개 프로필의 일부 항목은 ""공개""로 설정됩니다. 공개로 지정된 공개 프로필 항목은 EUGEN SYSTEMS 환경에 등록되지 않은 사람을 포함해 누구나 볼 수 있으며, 누군가 귀하를 검색할 때 공개 검색엔진에 색인되어 표시될 수 있습니다. 동영상, 이미지 또는 사진을 포함한 개인정보를 공개 프로필에 게시하면 다른 이용자가 귀하의 동의 없이 이를 열람, 수집, 복사 및/또는 사용할 수 있다는 점을 유의하십시오. EUGEN SYSTEMS 서비스에서 귀하가 공개하기로 선택한 동영상, 이미지 또는 사진을 포함하되 이에 한정되지 않는 개인정보를 다른 이용자가 공개하는 행위에 대해 당사는 책임지지 않습니다. 또한 공개 프로필의 일부로 당사에 제공한 개인정보가 공개 프로필에 직접 밝히고 싶지 않은 귀하의 사생활 측면을 드러내거나 다른 사람이 이를 식별할 수 있게 할 수 있다는 점을 기억하십시오(예: 사진을 통해 성별이 드러날 수 있음). 일부 서비스에는 친구 찾기 도구가 포함될 수 있습니다. 당사의 친구 찾기 도구를 이용하면 해당 도구가 귀하의 연락처를 찾는 데 도움을 주는 동시에, 연락처에 있는 사람들이 귀하의 EUGEN SYSTEMS 계정, 기타 EUGEN SYSTEMS 계정(있는 경우), PC·모바일·콘솔 플랫폼에서 플레이한 게임을 포함한 관련 게임 이용 권한을 귀하의 소셜 네트워크 프로필 및/또는 이메일 주소와 연결할 수 있게 된다는 점을 인정하는 것입니다. EUGEN SYSTEMS 사이트 전반에서 접근할 수 있는 결과 친구 목록에는 본 개인정보 보호정책이 적용됩니다. 친구 목록에 포함하기로 선택한 친구는 여러 EUGEN SYSTEMS 제품과 서비스의 맥락에서 귀하를 찾거나 식별할 수 있고, 귀하가 그들에게 또는 모든 사람에게 공개한 프로필과 정보를 볼 수 있습니다. 마찬가지로 EUGEN SYSTEMS는 이메일과 기타 연락처를 업로드하기로 선택한 다른 EUGEN SYSTEMS 이용자로부터 귀하에 관한 정보를 수집하거나 제공받을 수도 있습니다. 이 정보는 당사가 저장하며 주로 귀하와 친구들이 서로 연결될 수 있도록 돕는 데 사용됩니다.

#gras{7. 미성년자}
특정 서비스에서 명시적으로 달리 규정하지 않는 한 당사의 서비스는 아동을 대상으로 하지 않으며 EUGEN SYSTEMS는 아동에게 개인정보를 요구하지 않습니다. 아동을 대상으로 하지 않지만 어린 이용자에게도 매력적일 수 있는 게임의 경우 연령을 기준으로 서비스 접근을 제한하고, 미성년 플레이어의 데이터 수집을 서비스 내부 운영을 지원하는 데 필요한 범위로 한정하기 위한 추가 조치를 취합니다. 특정 관할권에서는 부모의 승인을 받아 아동이 특정 서비스에 등록하는 것을 허용할 수 있습니다. 이 경우 아동에 관한 당사의 정보 처리 방침을 부모에게 알리고 아동의 개인정보를 처리하기 전에 동의를 받는 등 아동의 개인정보를 보호하기 위한 추가 조치를 취합니다. 부모는 https://www.eugensystems.com/contact-our-support/의 고객 지원에 연락하여 언제든지 자녀의 계정을 삭제하고, 자녀의 개인정보 설정을 변경하거나, 자녀의 개인정보에 접근하고 수정할 수 있습니다. 모든 경우에 아동의 서비스 이용은 부모 또는 법적 보호자의 책임 아래 이루어져야 하며, 서비스 이용은 이들의 승인을 받은 것으로 간주됩니다. 관련 법률이 허용하는 최대 범위에서 EUGEN SYSTEMS는 부모 또는 법적 보호자의 허가 없이 아동이 수행한 활동에 관하여 어떠한 책임도 지지 않습니다. 부모 또는 법적 보호자로서 자녀가 서비스 중 하나 이상에 등록하는 것을 허용하는 경우, 자녀의 서비스 이용에 관한 조건에 동의하는 것입니다.

#gras{8. 나의 권리는 무엇입니까?}
귀하는 EUGEN SYSTEMS가 처리하는 모든 개인정보에 대해 열람, 정정, 삭제, 처리 반대 또는 처리 제한을 요구할 권리와 개인정보 이동권을 가집니다. 이러한 권리를 행사하거나 EUGEN SYSTEMS 계정을 해지하려면 다음 웹사이트를 통해 EUGEN SYSTEMS 고객 지원에 문의하십시오: [https://www.eugensystems.com/contact-our-support/ https://www.eugensystems.com/contact-our-support/]. EUGEN SYSTEMS는 요청을 받은 날로부터 한 달 이내에 답변합니다. 요청의 복잡성 또는 접수된 요청 수를 고려하여 필요한 경우 이 기간을 최대 3개월까지 연장할 권리를 보유하며, 이 경우 요청 접수 후 한 달 이내에 연장 사실을 알려드립니다. 동의가 필요한 개인정보 처리 활동(쿠키, 행동 기반 광고 등)에 대해서는 언제든지 동의를 철회할 수 있습니다. 동의 철회는 그 이전 처리의 적법성에 영향을 주지 않습니다. 또한 귀하의 국가에 있는 감독기관에 불만을 제기할 수 있습니다.
#gras1{추적 금지(Do Not Track):} EUGEN SYSTEMS는 현재 브라우저의 Do Not Track(DNT) 설정에 응답하지 않습니다.

#gras{9. 개인정보 보호정책 변경}
EUGEN SYSTEMS는 언제든지 본 개인정보 보호정책을 수정할 권리를 보유합니다. 따라서 수시로 본 개인정보 보호정책을 확인하시기 바랍니다. EUGEN SYSTEMS가 본 개인정보 보호정책을 변경한 후 서비스를 이용하면 해당 변경에 동의한 것으로 간주됩니다. 변경된 개인정보 보호정책에 동의하지 않는 경우 서비스 이용을 중단하십시오.

#gras{10. 연락처}
개인정보 처리 및 본 개인정보 보호정책에 관한 문의는 eugsupport@eugensystems.com으로 EUGEN SYSTEMS에 연락하십시오. 다음 주소로 서면 문의할 수도 있습니다: EUGEN SYSTEMS, Attn: Privacy Rights Administrator c/o Legal Department, 151 rue Saint Denis, 75002, Paris, France. 위 이메일 및 우편 주소로 보내는 연락에서 제공한 개인정보는 귀하가 요청하지 않는 한 홍보 자료 발송에 사용되지 않습니다.
"
"RGPD_TITLE";"EUGEN SYSTEMS 개인정보 보호정책"
"RL_Recov";"복구"
"SGP_CAMP";"아미 제너럴"
"SGP_CLOUD";"클라우드"
"SGP_COPY";"복사"
"SGP_DATE";"날짜"
"SGP_DELETE";"삭제"
"SGP_INST";"Shift+클릭으로 저장 파일 범위를 선택하거나 Ctrl+클릭으로 개별 저장 파일을 선택/해제할 수 있습니다."
"SGP_LAUNCH";"시작"
"SGP_MAP";"맵"
"SGP_MODE";"모드"
"SGP_NAME";"이름"
"SGP_NBSAV";"저장 파일 수: %1"
"SGP_RENAME";"이름 변경"
"SGP_SKIR";"스커미시"
"SGP_TUTO";"튜토리얼"
"SP_BATTLET";"전투"
"SP_CAMPXP";"캠페인 XP"
"SP_CMPGAM";"플레이한 캠페인"
"SP_CMPNATO";"NATO로 플레이한 캠페인"
"SP_CMPPACT";"PACT로 플레이한 캠페인"
"SP_CMPT";"캠페인 통계"
"SP_CMPVIC";"승리"
"SP_DETAILT";"레벨 XP 세부 정보"
"SP_LEVELT";"계급"
"SP_LSTPLY";"마지막 플레이 게임"
"SP_LVL";"레벨"
"SP_MLTDEF";"패배"
"SP_MLTDRA";"무승부"
"SP_MLTGAM";"멀티플레이 게임"
"SP_MLTNATO";"NATO 사용 게임"
"SP_MLTPACT";"PACT 사용 게임"
"SP_MLTRAT";"승률"
"SP_MLTVIC";"승리"
